NIFTY 50 - HISTORICAL P/E, P/B AND DIVIDEND YIELD
==================================================================
Source       : nifty-pe-ratio.com (nifty-public.json)
               mirrors NSE-published index valuation figures
Cross-check  : 26 dates overlap the NSE archive (archives.nseindia.com)
               max |P/E difference| = 0.000
Granularity  : weekly
Range        : 1999-01-06 .. 2026-09-07  (1445 points)
Generated    : 2026-09-08T17:38:14+05:30

!! LEVEL BREAK - READ BEFORE COMPARING ACROSS DATES
NSE switched Nifty P/E from STANDALONE to CONSOLIDATED earnings on
31-Mar-2021. Values either side of that date are not on the same
basis. A pre-2021 reading is not directly comparable to a later one.

CURRENT      : P/E 20.10   P/B 2.88   Div yield 1.19%
P/E RANGE    : min 11.00   p25 17.98   median 20.92   p75 23.08   max 41.81

DATE              P/E      P/B     DIV%        CLOSE
------------------------------------------------------------------
1999-01-06      12.11     2.16     1.75       928.25
1999-01-13      12.54     2.23     1.69       961.20
1999-01-19      12.06     2.15     1.76       924.10
1999-01-27      12.90     2.29     1.65       971.30
1999-02-03      12.64     2.25     1.69       952.40
1999-02-10      12.74     2.27     1.67       959.45
1999-02-17      12.87     2.29     1.64       969.05
1999-02-24      12.72     2.26     1.66       957.65
1999-03-03      13.98     2.49     1.49      1051.85
1999-03-10      14.35     2.55     1.46      1078.85
1999-03-17      14.10     2.51     1.51      1060.65
1999-03-24      14.13     2.51     1.51      1062.80
1999-03-31      16.53     2.84     1.48      1078.05
1999-04-07      15.81     2.72     1.54      1031.05
1999-04-13      15.25     2.62     1.59       994.25
1999-04-21      15.31     2.63     1.45       996.65
1999-04-28      14.49     2.49     1.52       943.50
1999-05-05      15.73     2.69     1.35      1019.55
1999-05-12      17.14     2.93     1.24      1110.90
1999-05-19      18.22     3.12     1.05      1180.25
1999-05-26      18.28     3.10     1.30      1135.50
1999-06-02      18.27     3.05     1.24      1125.15
1999-06-09      17.58     3.05     1.20      1163.20
1999-06-16      17.35     3.01     1.22      1148.15
1999-06-23      18.03     3.12     0.97      1193.15
1999-06-30      17.91     3.11     1.22      1187.70
1999-07-07      18.75     3.26     1.20      1243.70
1999-07-14      20.18     3.50     1.18      1335.15
1999-07-21      20.26     3.52     1.14      1340.15
1999-07-28      20.09     3.49     1.07      1320.10
1999-08-04      20.18     3.50     1.07      1326.40
1999-08-11      19.92     3.45     1.10      1315.30
1999-08-18      20.64     3.58     1.06      1363.35
1999-08-25      20.79     3.60     1.09      1371.65
1999-09-01      21.38     3.71     1.06      1410.70
1999-09-08      21.73     3.87     1.04      1399.50
1999-09-15      21.34     3.80     1.06      1374.70
1999-09-22      21.51     3.84     1.06      1386.45
1999-09-29      21.99     3.92     1.04      1415.30
1999-10-06      21.73     3.88     1.10      1392.70
1999-10-13      23.35     4.17     1.02      1496.30
1999-10-20      23.01     4.11     1.03      1477.65
1999-10-27      21.99     3.92     1.08      1411.40
1999-11-03      20.66     3.69     1.17      1326.40
1999-11-10      21.64     3.86     1.12      1389.10
1999-11-17      21.10     3.77     1.15      1352.25
1999-11-24      21.76     3.89     1.12      1394.95
1999-12-01      21.69     3.87     1.12      1388.75
1999-12-08      23.41     4.18     1.04      1438.65
1999-12-15      22.80     4.07     1.08      1401.40
1999-12-22      24.11     4.30     1.02      1481.70
1999-12-29      24.02     4.29     1.03      1476.35
2000-01-05      25.97     4.64     0.95      1595.80
2000-01-12      26.44     4.72     0.93      1624.80
2000-01-19      26.60     4.75     0.93      1634.85
2000-01-25      25.81     4.61     0.95      1586.40
2000-02-02      25.75     4.62     0.95      1588.00
2000-02-09      27.40     4.91     0.93      1689.65
2000-02-16      27.32     4.95     0.92      1711.10
2000-02-23      27.09     4.91     0.92      1696.40
2000-03-01      27.35     4.96     0.91      1712.70
2000-03-08      26.64     4.83     1.03      1666.35
2000-03-15      25.90     4.70     1.06      1620.10
2000-03-22      25.41     4.61     1.03      1589.60
2000-03-29      25.08     4.55     1.04      1558.25
2000-04-05      23.09     4.19     1.51      1434.65
2000-04-12      25.21     4.62     1.47      1592.70
2000-04-19      21.07     3.80     1.73      1404.95
2000-04-26      21.54     3.89     1.73      1436.10
2000-05-03      19.74     3.56     1.91      1316.05
2000-05-10      20.57     3.71     1.74      1363.15
2000-05-17      19.88     3.70     1.79      1311.65
2000-05-24      20.69     4.09     1.80      1235.90
2000-05-31      22.96     4.70     1.43      1380.45
2000-06-07      23.70     4.78     1.39      1430.35
2000-06-14      23.79     4.77     1.38      1435.50
2000-06-21      24.45     4.91     1.29      1475.15
2000-06-28      22.91     4.88     1.27      1470.00
2000-07-05      23.50     4.86     1.11      1526.05
2000-07-12      23.61     4.88     1.07      1533.35
2000-07-19      22.11     4.57     1.09      1435.80
2000-07-26      20.48     4.25     1.19      1318.25
2000-08-02      20.66     4.31     1.18      1331.90
2000-08-09      20.86     4.35     1.18      1344.95
2000-08-16      20.35     4.28     1.16      1351.45
2000-08-23      20.87     4.39     1.13      1386.05
2000-08-30      20.70     4.36     1.08      1375.95
2000-09-06      21.81     4.69     1.12      1435.35
2000-09-13      22.13     4.75     1.10      1456.15
2000-09-20      20.40     4.38     1.20      1342.90
2000-09-27      19.64     4.22     1.24      1292.55
2000-10-04      19.72     4.24     1.23      1297.80
2000-10-11      18.26     3.92     1.33      1201.90
2000-10-18      17.18     3.70     1.41      1136.00
2000-10-25      17.90     3.86     1.36      1183.90
2000-11-01      18.16     3.91     1.34      1200.80
2000-11-08      19.17     4.13     1.25      1266.80
2000-11-15      18.87     4.07     1.27      1247.05
2000-11-22      18.49     3.98     1.30      1222.35
2000-11-29      19.17     4.13     1.25      1264.75
2000-12-06      19.68     4.24     1.22      1298.55
2000-12-13      20.54     4.43     1.17      1354.30
2000-12-20      19.68     4.24     1.21      1295.25
2000-12-27      18.67     4.02     1.27      1228.30
2001-01-03      19.62     4.23     1.22      1291.25
2001-01-10      19.56     4.22     1.22      1287.30
2001-01-17      21.03     4.36     1.21      1297.90
2001-01-24      22.13     4.59     1.15      1365.95
2001-01-31      22.22     4.61     1.15      1371.70
2001-02-07      22.22     4.61     1.15      1370.80
2001-02-14      20.89     4.54     1.09      1393.35
2001-02-21      20.52     4.46     1.10      1370.10
2001-02-28      20.24     4.40     1.12      1351.40
2001-03-07      19.35     4.21     1.17      1290.50
2001-03-14      17.90     3.89     1.13      1194.20
2001-03-21      18.10     3.94     1.12      1207.10
2001-03-28      18.07     3.94     1.08      1206.20
2001-04-04      17.07     3.72     1.29      1136.65
2001-04-11      15.41     3.45     0.90      1066.80
2001-04-18      15.86     3.56     0.72      1103.40
2001-04-25      16.61     3.72     0.63      1155.35
2001-05-02      14.63     3.23     0.62      1137.20
2001-05-09      15.60     3.17     0.61      1149.25
2001-05-16      15.63     3.18     0.61      1151.15
2001-05-23      16.11     3.25     0.73      1179.10
2001-05-30      15.98     3.08     0.80      1177.55
2001-06-06      15.12     2.87     0.85      1115.70
2001-06-13      15.30     2.90     0.91      1129.00
2001-06-20      15.62     2.44     0.97      1097.60
2001-06-27      15.59     2.43     0.97      1096.10
2001-07-04      15.19     2.37     1.08      1067.95
2001-07-11      15.41     2.40     1.14      1083.65
2001-07-18      15.53     2.42     1.13      1091.95
2001-07-25      15.13     2.36     1.18      1064.20
2001-08-01      15.01     2.35     1.18      1063.15
2001-08-08      15.08     2.36     1.23      1068.00
2001-08-14      15.37     2.41     1.19      1075.50
2001-08-21      15.28     2.39     1.32      1068.70
2001-08-29      15.30     2.39     1.37      1067.45
2001-09-05      14.98     2.34     1.42      1045.00
2001-09-12      14.14     2.21     1.52       982.20
2001-09-19      13.13     2.06     1.65       912.20
2001-09-26      12.58     1.97     1.72       873.70
2001-10-03      12.95     2.03     1.67       899.65
2001-10-10      13.54     2.12     1.60       940.35
2001-10-17      14.20     2.22     1.53       986.25
2001-10-24      14.38     2.23     1.54       991.20
2001-10-31      13.79     2.19     1.61       971.90
2001-11-07      14.01     2.25     1.56       987.50
2001-11-14      14.72     2.34     1.52      1015.80
2001-11-21      15.31     2.40     1.48      1056.35
2001-11-28      15.52     2.41     1.47      1070.80
2001-12-05      16.01     2.51     1.41      1104.55
2001-12-12      16.05     2.48     1.43      1107.65
2001-12-19      15.37     2.40     1.47      1060.75
2001-12-26      14.99     2.30     1.53      1034.25
2002-01-02      15.37     2.42     1.46      1060.75
2002-01-09      15.98     2.48     1.42      1102.80
2002-01-16      15.56     2.82     1.23      1090.30
2002-01-23      17.26     2.81     1.26      1089.40
2002-01-30      16.87     2.77     1.26      1067.45
2002-02-06      17.92     2.87     1.35      1113.10
2002-02-13      18.28     2.93     1.32      1135.10
2002-02-20      18.44     2.95     1.31      1145.95
2002-02-27      19.14     3.07     1.27      1189.20
2002-03-06      18.79     3.02     1.29      1172.60
2002-03-13      18.54     2.98     1.31      1157.05
2002-03-20      18.51     2.98     1.31      1155.60
2002-03-27      18.00     2.89     1.35      1123.35
2002-04-03      18.00     2.89     1.35      1123.50
2002-04-10      18.01     2.91     1.37      1138.50
2002-04-17      17.80     2.88     1.38      1125.10
2002-04-24      18.16     2.86     1.40      1110.60
2002-04-30      17.86     2.83     1.42      1084.50
2002-05-08      18.38     2.86     1.38      1117.60
2002-05-15      17.87     2.82     1.37      1107.80
2002-05-22      16.60     2.73     1.47      1045.30
2002-05-29      16.54     2.72     1.44      1041.65
2002-06-05      16.78     3.19     1.36      1064.20
2002-06-12      16.87     3.30     1.39      1092.80
2002-06-19      16.40     3.24     1.35      1062.90
2002-06-26      15.48     3.17     1.35      1044.20
2002-07-03      15.91     2.67     2.01      1069.90
2002-07-10      15.94     2.67     2.01      1071.70
2002-07-17      15.36     2.58     2.08      1032.55
2002-07-24      14.93     2.50     2.14      1004.05
2002-07-31      14.26     2.39     2.24       958.90
2002-08-07      14.41     2.42     2.22       969.10
2002-08-14      14.43     2.93     2.16       969.65
2002-08-21      14.71     2.98     2.14       988.45
2002-08-28      14.67     2.98     2.01       985.70
2002-09-04      14.98     3.05     1.94      1006.95
2002-09-11      14.86     3.02     1.84       998.85
2002-09-18      14.63     2.45     2.18       983.60
2002-09-25      14.43     2.42     2.22       970.05
2002-10-01      14.21     2.38     2.25       955.20
2002-10-09      14.21     2.38     2.25       954.75
2002-10-16      14.44     2.42     2.21       973.60
2002-10-23      14.20     2.38     2.25       957.35
2002-10-30      14.26     2.39     2.24       937.75
2002-11-05      14.63     2.45     2.19       962.30
2002-11-13      14.64     2.46     2.18       962.65
2002-11-20      15.23     2.55     2.10      1001.60
2002-11-27      13.98     2.26     2.54      1031.10
2002-12-04      14.06     2.27     2.53      1036.40
2002-12-11      14.51     2.34     2.45      1069.75
2002-12-18      14.62     2.36     2.43      1077.95
2002-12-24      14.72     2.37     2.41      1085.00
2003-01-01      14.92     2.41     2.38      1100.15
2003-01-08      14.77     2.38     2.41      1089.35
2003-01-15      14.72     2.37     2.41      1085.00
2003-01-22      14.69     2.37     2.42      1082.90
2003-01-29      14.07     2.27     2.53      1037.20
2003-02-05      14.21     2.29     2.50      1047.40
2003-02-12      14.17     2.28     2.51      1044.45
2003-02-19      14.43     2.33     2.46      1064.30
2003-02-26      14.24     2.30     2.50      1049.65
2003-03-05      14.16     2.28     2.51      1040.70
2003-03-12      13.63     2.20     2.61      1001.70
2003-03-19      13.71     2.20     2.85      1003.90
2003-03-26      13.85     2.23     2.83      1013.85
2003-04-02      13.65     2.19     2.87       999.40
2003-04-09      13.73     2.21     2.85      1004.85
2003-04-16      13.09     2.10     2.99       958.65
2003-04-23      12.76     2.05     3.07       934.20
2003-04-30      13.14     2.11     2.98       934.05
2003-05-07      11.00     2.05     3.13       950.15
2003-05-14      11.02     2.05     3.12       952.15
2003-05-21      11.21     2.09     3.07       968.00
2003-05-28      11.31     2.10     3.04       990.80
2003-06-04      11.66     2.20     2.91      1021.05
2003-06-11      11.92     2.25     2.85      1044.10
2003-06-18      12.41     2.34     2.74      1086.75
2003-06-25      12.64     2.38     2.69      1106.65
2003-07-02      12.35     2.44     2.33      1133.80
2003-07-09      12.43     2.46     2.31      1141.05
2003-07-16      12.73     2.52     2.26      1168.75
2003-07-23      12.10     2.41     2.36      1119.05
2003-07-30      12.81     2.55     2.23      1183.00
2003-08-06      12.90     2.52     2.23      1171.05
2003-08-13      13.74     2.68     2.10      1246.90
2003-08-20      14.19     2.77     2.03      1287.40
2003-08-27      14.77     2.88     1.95      1340.30
2003-09-03      14.98     2.92     1.92      1359.35
2003-09-10      15.53     3.03     1.86      1409.55
2003-09-17      14.78     2.88     1.95      1341.60
2003-09-24      15.12     2.95     1.91      1372.05
2003-10-01      15.66     3.06     1.84      1420.85
2003-10-08      16.29     3.18     1.77      1478.60
2003-10-15      16.94     3.30     1.79      1537.00
2003-10-22      16.46     3.21     1.85      1494.10
2003-10-29      16.52     3.22     1.84      1498.45
2003-11-05      17.74     3.46     1.71      1609.15
2003-11-12      17.68     3.45     1.72      1603.80
2003-11-19      16.98     3.31     1.79      1540.60
2003-11-25      17.29     3.37     1.76      1568.65
2003-12-03      18.42     3.59     1.65      1670.50
2003-12-10      18.60     3.63     1.63      1686.90
2003-12-17      19.11     3.73     1.59      1733.25
2003-12-24      19.95     3.89     1.52      1808.70
2003-12-31      20.73     4.05     1.47      1879.75
2004-01-07      21.14     4.12     1.44      1916.75
2004-01-14      21.86     4.27     1.39      1982.15
2004-01-21      20.13     3.93     1.51      1824.60
2004-01-28      20.55     4.01     1.48      1863.10
2004-02-04      20.14     3.93     1.51      1822.20
2004-02-11      20.71     4.08     1.45      1891.50
2004-02-18      21.01     4.14     1.43      1916.45
2004-02-25      19.60     3.86     1.54      1786.80
2004-03-03      21.72     3.67     1.38      1860.40
2004-03-10      21.54     3.64     1.39      1844.35
2004-03-17      20.44     3.45     1.79      1749.85
2004-03-24      19.76     3.34     1.85      1692.10
2004-03-31      20.70     3.50     1.77      1771.90
2004-04-07      21.61     3.65     1.69      1848.70
2004-04-13      19.46     3.69     1.90      1878.45
2004-04-21      19.41     3.68     1.91      1873.35
2004-04-28      18.89     3.58     1.96      1816.55
2004-05-05      16.86     3.57     1.94      1809.90
2004-05-12      15.86     3.37     2.14      1711.10
2004-05-19      14.41     3.09     2.34      1567.85
2004-05-26      13.75     3.13     2.41      1598.80
2004-06-02      12.36     2.94     2.51      1535.20
2004-06-09      12.47     2.97     2.48      1548.30
2004-06-16      12.01     2.87     2.59      1494.75
2004-06-23      11.62     2.77     2.68      1446.10
2004-06-30      12.64     2.83     2.59      1505.60
2004-07-07      13.05     2.94     2.50      1566.80
2004-07-14      12.68     2.77     2.59      1522.75
2004-07-21      13.17     2.88     2.52      1581.40
2004-07-28      13.31     2.91     2.51      1594.15
2004-08-04      13.58     2.94     2.43      1626.55
2004-08-11      13.55     2.93     2.44      1621.60
2004-08-18      13.22     2.86     2.48      1581.80
2004-08-25      13.34     2.88     2.47      1595.70
2004-09-01      13.67     2.96     2.40      1635.45
2004-09-08      13.84     2.99     2.32      1656.25
2004-09-15      14.07     3.04     2.28      1683.20
2004-09-22      14.66     3.17     2.19      1753.90
2004-09-29      14.44     3.12     2.21      1727.95
2004-10-06      15.00     3.10     2.12      1794.90
2004-10-12      14.93     3.08     2.13      1786.90
2004-10-20      14.96     3.09     2.13      1790.05
2004-10-27      14.91     3.08     2.14      1783.85
2004-11-03      15.36     3.17     2.09      1837.40
2004-11-10      15.68     3.24     2.00      1876.10
2004-11-17      15.79     3.26     1.99      1888.65
2004-11-24      15.93     3.29     1.97      1904.05
2004-12-01      16.42     3.39     1.91      1962.05
2004-12-08      16.56     3.42     1.90      1977.95
2004-12-15      17.04     3.51     1.87      2028.70
2004-12-22      14.98     3.53     1.86      2035.35
2004-12-29      15.24     3.59     1.84      2069.60
2005-01-05      14.96     3.52     1.97      2032.20
2005-01-12      14.05     3.32     2.09      1913.60
2005-01-19      14.12     3.34     2.07      1926.65
2005-01-25      13.74     3.35     2.07      1931.85
2005-02-02      14.24     3.56     1.95      2052.25
2005-02-09      14.36     3.59     2.01      2070.00
2005-02-16      14.39     3.59     2.02      2068.80
2005-02-23      14.30     3.57     2.03      2057.10
2005-03-02      14.94     3.90     1.91      2093.25
2005-03-09      15.43     4.03     1.85      2160.80
2005-03-16      15.17     3.96     1.88      2125.55
2005-03-23      14.47     3.78     1.99      2026.40
2005-03-30      14.30     3.74     2.01      1993.70
2005-04-06      14.83     3.87     1.94      2069.30
2005-04-13      14.52     3.79     1.98      2025.45
2005-04-20      13.78     3.61     2.08      1929.70
2005-04-27      13.51     3.62     2.07      1935.40
2005-05-04      13.50     3.63     2.08      1942.60
2005-05-11      13.76     3.72     2.03      1985.95
2005-05-18      13.74     3.72     2.07      1982.75
2005-05-25      13.75     3.83     2.01      2043.85
2005-06-01      13.93     3.91     1.97      2087.55
2005-06-08      14.09     3.96     1.64      2112.40
2005-06-15      14.07     3.84     1.59      2128.65
2005-06-22      14.10     3.95     1.55      2187.35
2005-06-29      14.13     3.93     1.57      2191.65
2005-07-06      14.36     3.91     1.63      2228.20
2005-07-13      14.17     3.81     1.66      2204.05
2005-07-20      14.36     3.87     1.64      2241.90
2005-07-27      14.69     3.87     1.61      2319.10
2005-08-03      14.60     3.93     1.59      2357.00
2005-08-10      14.62     3.93     1.59      2360.15
2005-08-17      14.89     3.92     1.58      2403.15
2005-08-24      14.39     3.78     1.64      2322.50
2005-08-31      14.78     3.89     1.59      2384.65
2005-09-06      15.06     3.94     1.55      2428.65
2005-09-14      15.46     4.04     1.51      2492.45
2005-09-21      15.93     4.07     1.57      2567.30
2005-09-28      16.13     4.00     1.70      2598.05
2005-10-05      16.42     4.08     1.67      2644.40
2005-10-11      16.00     3.99     1.71      2589.55
2005-10-19      14.81     3.69     1.83      2412.45
2005-10-26      14.58     3.69     1.84      2408.50
2005-11-02      14.52     3.70     1.83      2419.05
2005-11-09      14.94     3.81     1.78      2489.10
2005-11-16      15.50     3.96     1.71      2582.75
2005-11-23      15.68     4.00     1.69      2608.60
2005-11-30      15.95     4.06     1.68      2652.25
2005-12-07      16.20     4.13     1.66      2693.00
2005-12-14      16.87     4.30     1.59      2804.55
2005-12-21      17.08     4.35     1.57      2822.90
2005-12-28      16.91     4.31     1.59      2794.05
2006-01-04      17.58     4.48     1.53      2904.40
2006-01-10      17.37     4.43     1.54      2870.80
2006-01-18      16.53     4.24     1.61      2809.20
2006-01-25      17.02     4.44     1.54      2940.35
2006-02-01      17.73     4.49     1.52      2971.55
2006-02-08      17.95     4.54     1.50      3008.95
2006-02-15      17.96     4.56     1.50      3022.20
2006-02-22      18.13     4.61     1.48      3050.80
2006-03-01      18.56     4.72     1.45      3123.10
2006-03-08      18.53     4.71     1.45      3116.70
2006-03-14      19.00     4.83     1.42      3195.35
2006-03-22      19.28     4.90     1.39      3240.15
2006-03-29      19.97     5.07     1.35      3354.20
2006-04-05      20.90     5.31     1.29      3510.90
2006-04-12      20.13     5.12     1.34      3380.00
2006-04-19      20.79     5.35     1.28      3535.85
2006-04-26      20.93     5.38     1.27      3555.75
2006-05-03      20.62     5.50     1.24      3634.25
2006-05-10      21.28     5.68     1.20      3754.25
2006-05-17      20.62     5.51     1.24      3635.10
2006-05-24      17.71     4.63     1.46      3115.55
2006-05-31      17.46     4.57     1.48      3071.05
2006-06-07      16.21     4.23     1.66      2860.45
2006-06-14      14.92     3.90     1.80      2632.80
2006-06-21      16.62     4.21     1.65      2923.45
2006-06-28      17.57     4.44     1.57      2981.10
2006-07-05      18.84     4.76     1.46      3197.10
2006-07-12      18.76     4.76     1.46      3195.90
2006-07-19      17.00     4.19     1.63      2932.75
2006-07-26      17.58     4.45     1.53      3110.15
2006-08-02      17.86     4.34     1.56      3182.10
2006-08-09      18.27     4.44     1.53      3254.60
2006-08-16      18.84     4.58     1.48      3356.05
2006-08-23      18.71     4.52     1.51      3335.80
2006-08-30      19.25     4.58     1.47      3430.35
2006-09-06      19.92     4.56     1.41      3477.25
2006-09-13      19.81     4.50     1.40      3454.55
2006-09-20      20.09     4.57     1.38      3502.80
2006-09-27      20.87     4.74     1.33      3579.30
2006-10-04      20.50     4.66     1.36      3515.35
2006-10-11      20.68     4.59     1.39      3558.55
2006-10-18      21.33     4.79     1.34      3710.65
2006-10-23      20.79     4.72     1.35      3657.30
2006-11-01      20.16     4.87     1.32      3767.05
2006-11-08      20.22     4.88     1.31      3777.30
2006-11-15      20.78     4.98     1.25      3876.30
2006-11-22      21.20     5.08     1.22      3954.75
2006-11-29      21.03     5.05     1.23      3928.20
2006-12-06      21.51     5.13     1.20      4015.95
2006-12-13      20.17     4.81     1.28      3765.20
2006-12-20      20.45     4.88     1.26      3815.55
2006-12-27      21.30     5.08     1.21      3974.25
2007-01-03      21.57     5.14     1.20      4024.05
2007-01-10      20.64     4.92     1.25      3850.30
2007-01-17      21.59     5.19     1.17      4076.45
2007-01-24      21.07     5.21     1.16      4089.90
2007-01-31      19.85     5.20     1.17      4082.70
2007-02-07      20.32     5.38     1.13      4224.25
2007-02-14      19.47     5.15     1.18      4047.10
2007-02-21      19.69     5.22     1.16      4096.20
2007-02-28      18.01     4.77     1.27      3745.30
2007-03-07      17.44     4.62     1.31      3626.85
2007-03-14      17.51     4.64     1.31      3641.10
2007-03-21      18.11     4.80     1.26      3764.55
2007-03-28      18.10     4.79     1.27      3761.10
2007-04-04      18.43     4.89     1.24      3733.25
2007-04-11      19.09     5.03     1.22      3862.65
2007-04-18      19.66     5.22     1.17      4011.60
2007-04-25      20.24     5.43     1.13      4167.30
2007-04-30      19.48     5.33     1.15      4087.90
2007-05-09      19.36     5.32     1.15      4079.30
2007-05-16      19.70     5.43     1.14      4170.95
2007-05-23      19.78     5.53     1.12      4246.20
2007-05-30      20.17     5.53     1.11      4249.65
2007-06-06      19.94     5.39     1.10      4198.25
2007-06-13      19.54     5.28     1.13      4113.05
2007-06-20      20.19     5.46     1.09      4248.65
2007-06-27      20.34     5.33     1.12      4263.95
2007-07-04      20.84     5.45     1.10      4359.30
2007-07-11      21.06     5.52     1.09      4387.15
2007-07-18      21.64     5.69     1.05      4499.55
2007-07-25      21.71     5.38     1.06      4588.70
2007-08-01      19.65     5.10     1.12      4345.85
2007-08-08      20.20     5.24     1.09      4462.10
2007-08-14      19.77     5.14     1.11      4370.20
2007-08-22      18.79     4.73     1.18      4153.15
2007-08-29      19.72     4.96     1.13      4359.30
2007-09-05      20.26     5.10     1.10      4475.85
2007-09-12      20.35     5.12     1.09      4496.85
2007-09-19      21.42     5.27     1.09      4732.35
2007-09-26      22.21     5.27     1.08      4940.50
2007-10-03      23.43     5.56     1.03      5210.80
2007-10-10      24.78     5.94     0.97      5441.45
2007-10-17      25.20     5.78     0.97      5559.30
2007-10-24      24.66     5.75     0.98      5496.15
2007-10-31      25.74     6.18     0.91      5900.65
2007-11-07      25.29     6.06     0.93      5782.35
2007-11-14      25.98     6.22     0.90      5937.90
2007-11-21      24.35     5.83     0.97      5561.05
2007-11-28      24.57     5.89     0.96      5617.55
2007-12-05      25.98     6.23     0.90      5940.00
2007-12-12      27.69     6.44     0.83      6159.30
2007-12-19      25.85     5.98     0.89      5751.15
2007-12-26      27.29     6.32     0.85      6070.75
2008-01-02      27.80     6.43     0.83      6179.40
2008-01-09      28.22     6.53     0.82      6272.00
2008-01-16      26.67     6.18     0.87      5935.75
2008-01-23      22.26     5.42     0.99      5203.40
2008-01-30      22.02     5.41     0.99      5167.60
2008-02-06      22.71     5.58     0.96      5322.55
2008-02-13      21.03     5.16     1.04      4929.45
2008-02-20      21.98     5.40     0.99      5154.45
2008-02-27      22.46     5.52     0.97      5268.40
2008-03-05      20.98     5.16     1.04      4921.40
2008-03-12      20.78     5.11     1.05      4872.00
2008-03-19      19.93     4.91     1.10      4573.95
2008-03-26      21.05     5.19     1.04      4828.85
2008-04-02      20.72     5.11     1.06      4754.20
2008-04-09      20.69     5.10     1.06      4747.05
2008-04-16      21.29     5.25     1.03      4887.30
2008-04-23      21.69     5.40     1.00      5022.80
2008-04-30      22.17     5.55     0.97      5165.90
2008-05-07      21.98     5.52     0.98      5135.50
2008-05-14      21.44     5.39     1.00      5011.75
2008-05-21      21.77     5.50     0.98      5117.65
2008-05-28      20.92     5.06     1.08      4918.35
2008-06-04      19.52     4.71     1.15      4585.60
2008-06-11      19.25     4.48     1.20      4523.60
2008-06-18      19.60     4.53     1.19      4582.40
2008-06-25      18.18     4.21     1.28      4252.65
2008-07-02      17.50     4.05     1.33      4093.35
2008-07-09      17.83     3.94     1.32      4157.10
2008-07-16      16.33     3.61     1.44      3816.70
2008-07-23      19.06     4.12     1.24      4476.80
2008-07-30      18.08     3.97     1.28      4313.55
2008-08-06      19.05     4.16     1.23      4517.55
2008-08-13      19.10     4.17     1.22      4529.05
2008-08-20      18.63     4.06     1.25      4415.75
2008-08-27      18.10     3.77     1.31      4292.10
2008-09-02      19.03     3.96     1.24      4504.00
2008-09-10      18.88     3.94     1.26      4400.25
2008-09-17      17.22     3.60     1.38      4008.25
2008-09-24      17.88     3.46     1.37      4161.25
2008-10-01      16.98     3.29     1.44      3950.75
2008-10-08      15.10     2.93     1.62      3513.65
2008-10-15      14.31     2.78     1.70      3338.40
2008-10-22      13.18     2.57     1.84      3065.15
2008-10-29      11.42     2.26     2.09      2697.05
2008-11-05      13.11     2.51     1.88      2994.95
2008-11-12      12.48     2.39     1.98      2848.45
2008-11-19      11.54     2.21     2.14      2635.00
2008-11-26      12.06     2.31     2.05      2752.25
2008-12-03      11.64     2.23     2.13      2656.45
2008-12-10      12.84     2.42     1.93      2928.25
2008-12-17      12.95     2.44     1.91      2954.35
2008-12-24      12.79     2.41     1.94      2916.85
2008-12-31      12.97     2.44     1.91      2959.15
2009-01-07      12.80     2.41     1.93      2920.40
2009-01-14      12.56     2.36     1.98      2835.30
2009-01-21      11.97     2.25     2.07      2706.15
2009-01-28      13.10     2.37     1.97      2849.50
2009-02-04      13.29     2.33     2.00      2803.05
2009-02-11      13.89     2.43     1.91      2925.70
2009-02-18      13.18     2.30     2.02      2776.15
2009-02-25      13.11     2.29     2.03      2762.50
2009-03-04      12.56     2.19     2.12      2645.20
2009-03-09      12.21     2.14     2.18      2573.15
2009-03-18      13.27     2.32     2.00      2794.70
2009-03-25      14.17     2.48     1.88      2984.35
2009-04-01      14.49     2.53     1.83      3060.35
2009-04-08      15.82     2.77     1.67      3342.95
2009-04-15      16.45     2.88     1.61      3484.15
2009-04-22      15.69     2.75     1.67      3330.30
2009-04-29      16.53     2.87     1.60      3473.95
2009-05-06      17.23     2.99     1.53      3625.05
2009-05-13      17.17     3.00     1.53      3635.25
2009-05-20      20.18     3.53     1.30      4270.30
2009-05-27      20.00     3.49     1.29      4276.05
2009-06-03      20.62     3.69     1.21      4530.70
2009-06-10      21.24     3.80     1.18      4655.25
2009-06-17      19.50     3.56     1.26      4356.15
2009-06-24      19.22     3.51     1.28      4292.95
2009-07-01      20.20     3.60     1.15      4340.90
2009-07-08      18.98     3.30     1.25      4078.90
2009-07-15      19.58     3.40     1.21      4233.50
2009-07-22      19.89     3.54     1.17      4398.90
2009-07-29      20.08     3.63     1.14      4513.50
2009-08-05      21.05     3.78     1.09      4694.15
2009-08-12      19.99     3.59     1.15      4457.50
2009-08-19      19.71     3.44     1.16      4394.10
2009-08-26      20.97     3.66     1.09      4680.85
2009-09-02      20.70     3.61     1.11      4608.35
2009-09-09      21.63     3.78     1.06      4814.25
2009-09-16      22.33     3.90     1.03      4958.40
2009-09-23      22.38     3.68     1.02      4969.95
2009-09-30      22.90     3.76     1.00      5083.95
2009-10-07      22.48     3.69     1.02      4985.75
2009-10-14      22.97     3.79     0.99      5118.20
2009-10-21      22.71     3.75     1.00      5063.60
2009-10-28      21.33     3.61     1.04      4826.15
2009-11-04      20.45     3.53     1.06      4710.80
2009-11-11      22.24     3.78     0.98      5003.95
